Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price,Mileage_Group
Honda,CR-V,2018,1.4,Electric,Semi-Automatic,132394,5,3,10252,Medium Mileage
Volkswagen,Tiguan,2014,4.7,Hybrid,Semi-Automatic,77660,2,2,12446,Medium Mileage
Mercedes,GLA,2015,2.7,Hybrid,Semi-Automatic,72565,3,4,10848,Low Mileage
Ford,Focus,2007,3.0,Hybrid,Automatic,145166,2,1,8796,Medium Mileage
Hyundai,Sonata,2012,1.8,Electric,Manual,268663,3,5,6126,Very High Mileage
Toyota,RAV4,2019,4.8,Diesel,Manual,235390,5,2,9892,Very High Mileage
Volkswagen,Tiguan,2009,1.9,Electric,Manual,206148,5,2,6577,High Mileage
Honda,CR-V,2017,4.6,Diesel,Automatic,133555,2,1,12628,Medium Mileage
Hyundai,Tucson,2007,2.8,Diesel,Automatic,231194,2,1,5876,Very High Mileage
Kia,Rio,2013,3.2,Hybrid,Automatic,129599,2,4,11108,Medium Mileage
Volkswagen,Passat,2023,3.8,Diesel,Manual,33833,3,3,14123,Low Mileage
BMW,3 Series,2003,1.3,Diesel,Manual,59817,3,5,5103,Low Mileage
Ford,Explorer,2023,4.6,Electric,Semi-Automatic,26070,2,4,17078,Low Mileage
Kia,Sportage,2010,1.1,Electric,Automatic,48286,4,3,10734,Low Mileage
Volkswagen,Passat,2006,3.0,Electric,Automatic,77120,2,3,10857,Medium Mileage
BMW,3 Series,2016,4.7,Diesel,Automatic,141532,5,1,12269,Medium Mileage
Ford,Focus,2002,3.3,Hybrid,Manual,280773,5,5,3384,Very High Mileage
Hyundai,Sonata,2023,4.6,Diesel,Semi-Automatic,153793,4,3,12524,High Mileage
Toyota,Corolla,2000,4.9,Hybrid,Manual,40527,3,1,9189,Low Mileage
Mercedes,GLA,2022,2.9,Petrol,Semi-Automatic,37227,3,2,12855,Low Mileage
BMW,3 Series,2000,4.2,Electric,Automatic,200754,4,3,7784,High Mileage
Hyundai,Sonata,2020,2.4,Electric,Automatic,30068,3,1,15398,Low Mileage
Chevrolet,Impala,2004,2.4,Diesel,Semi-Automatic,176865,5,5,4162,High Mileage
Honda,CR-V,2002,2.8,Electric,Manual,79829,3,4,7903,Medium Mileage
Ford,Focus,2013,3.8,Hybrid,Semi-Automatic,279744,2,1,7205,Very High Mileage
Toyota,RAV4,2013,3.6,Petrol,Automatic,114121,2,1,10817,Medium Mileage
Ford,Focus,2016,4.2,Petrol,Manual,156634,2,2,9967,High Mileage
Hyundai,Tucson,2015,2.1,Diesel,Manual,184933,5,1,7001,High Mileage
Mercedes,E-Class,2011,3.6,Diesel,Manual,52920,2,4,9941,Low Mileage
Ford,Explorer,2000,2.9,Electric,Semi-Automatic,257314,4,2,3853,Very High Mileage
Mercedes,E-Class,2012,1.7,Petrol,Automatic,32575,5,2,10248,Low Mileage
Chevrolet,Malibu,2007,4.2,Hybrid,Manual,129413,4,5,8811,Medium Mileage
Chevrolet,Equinox,2004,3.5,Diesel,Automatic,31788,3,1,9664,Low Mileage
Hyundai,Tucson,2003,3.2,Petrol,Semi-Automatic,19907,4,4,7801,Low Mileage
Chevrolet,Impala,2000,5.0,Hybrid,Semi-Automatic,94803,2,1,8203,Medium Mileage
Volkswagen,Golf,2002,2.1,Electric,Manual,217899,5,3,4442,High Mileage
Toyota,RAV4,2020,1.4,Diesel,Semi-Automatic,280732,4,3,5885,Very High Mileage
Volkswagen,Passat,2000,2.3,Hybrid,Manual,247828,2,1,2443,Very High Mileage
Volkswagen,Golf,2018,2.1,Electric,Manual,266946,4,3,8261,Very High Mileage
Honda,Accord,2019,1.4,Petrol,Manual,169170,4,4,7816,High Mileage
BMW,X5,2001,2.8,Hybrid,Manual,93899,4,4,6322,Medium Mileage
Mercedes,GLA,2011,4.1,Diesel,Semi-Automatic,196806,3,5,7563,High Mileage
Hyundai,Sonata,2008,3.2,Diesel,Semi-Automatic,83330,5,5,8033,Medium Mileage
Mercedes,E-Class,2021,3.9,Petrol,Manual,16170,4,4,13976,Low Mileage
Honda,Civic,2022,3.8,Electric,Automatic,245725,4,2,13085,Very High Mileage
Kia,Rio,2016,4.2,Hybrid,Manual,288473,4,3,8330,Very High Mileage
Mercedes,E-Class,2008,1.5,Petrol,Manual,180724,3,5,4385,High Mileage
Audi,A4,2013,4.2,Diesel,Manual,186877,3,2,8462,High Mileage
Toyota,Camry,2004,1.2,Petrol,Manual,117856,3,1,4142,Medium Mileage
Honda,CR-V,2010,3.1,Petrol,Manual,112998,5,1,7940,Medium Mileage
Honda,Civic,2007,3.8,Petrol,Manual,183634,4,3,6327,High Mileage
BMW,5 Series,2020,1.1,Electric,Automatic,159745,4,5,11505,High Mileage
Chevrolet,Malibu,2015,4.7,Electric,Manual,30179,4,1,14696,Low Mileage
Ford,Fiesta,2000,3.9,Electric,Manual,257208,3,2,4855,Very High Mileage
Ford,Explorer,2009,4.7,Petrol,Manual,175410,4,1,7991,High Mileage
Chevrolet,Impala,2020,3.6,Petrol,Manual,135042,4,4,10999,Medium Mileage
Toyota,Corolla,2005,1.9,Petrol,Semi-Automatic,153255,3,2,4434,High Mileage
Audi,A3,2021,4.3,Petrol,Manual,18069,2,3,14338,Low Mileage
Honda,Accord,2009,1.7,Hybrid,Manual,133329,4,5,6833,Medium Mileage
Ford,Fiesta,2011,3.6,Electric,Manual,250467,4,3,7990,Very High Mileage
Volkswagen,Golf,2005,4.1,Hybrid,Manual,268530,5,1,5329,Very High Mileage
Toyota,Camry,2000,4.8,Electric,Semi-Automatic,43037,5,3,10039,Low Mileage
Volkswagen,Golf,2008,3.9,Electric,Automatic,6053,5,2,13778,Low Mileage
Kia,Rio,2006,2.5,Hybrid,Manual,251354,5,4,4372,Very High Mileage
Honda,CR-V,2009,4.6,Hybrid,Manual,158411,3,4,9231,High Mileage
Honda,CR-V,2003,3.9,Electric,Semi-Automatic,249104,5,4,5917,Very High Mileage
Audi,Q5,2018,2.4,Electric,Automatic,50466,2,1,14390,Low Mileage
Mercedes,C-Class,2013,3.9,Petrol,Manual,29334,3,3,11313,Low Mileage
BMW,X5,2008,2.5,Electric,Semi-Automatic,261973,4,2,5760,Very High Mileage
Audi,Q5,2003,3.0,Electric,Manual,82693,4,1,8346,Medium Mileage
Toyota,Camry,2012,1.3,Diesel,Automatic,143095,5,1,7638,Medium Mileage
Honda,Accord,2006,4.5,Electric,Automatic,21478,4,4,13470,Low Mileage
Toyota,Camry,2019,2.3,Diesel,Manual,49227,4,2,11115,Low Mileage
Hyundai,Elantra,2007,2.3,Hybrid,Manual,185938,2,2,5781,High Mileage
Honda,Accord,2020,4.5,Electric,Automatic,288635,4,5,12327,Very High Mileage
Hyundai,Tucson,2019,1.1,Electric,Semi-Automatic,105555,3,3,10788,Medium Mileage
Audi,A3,2006,3.4,Electric,Manual,289298,2,2,5514,Very High Mileage
Audi,A3,2010,1.7,Hybrid,Manual,246548,2,3,4869,Very High Mileage
Honda,Civic,2014,3.9,Petrol,Manual,98449,5,4,10231,Medium Mileage
Chevrolet,Equinox,2015,3.8,Hybrid,Automatic,175806,5,2,11383,High Mileage
Kia,Rio,2007,3.4,Electric,Semi-Automatic,256558,2,4,6468,Very High Mileage
Toyota,Corolla,2005,1.1,Petrol,Manual,208422,3,4,2531,High Mileage
Audi,A3,2001,4.4,Electric,Automatic,17528,5,5,11949,Low Mileage
Audi,A4,2016,4.6,Electric,Automatic,19046,3,1,16619,Low Mileage
Chevrolet,Equinox,2018,1.5,Electric,Manual,98136,5,5,11037,Medium Mileage
Chevrolet,Impala,2016,4.6,Diesel,Manual,118502,3,1,11129,Medium Mileage
Kia,Rio,2011,1.4,Electric,Semi-Automatic,180812,5,5,7183,High Mileage
Toyota,Camry,2009,4.9,Electric,Manual,242655,4,3,8846,Very High Mileage
Ford,Fiesta,2003,3.8,Petrol,Semi-Automatic,262792,3,5,3544,Very High Mileage
Audi,A4,2011,4.7,Diesel,Semi-Automatic,134561,5,1,9408,Medium Mileage
Ford,Fiesta,2018,4.8,Electric,Automatic,173693,3,2,14326,High Mileage
Chevrolet,Malibu,2001,4.7,Diesel,Manual,122928,3,2,6641,Medium Mileage
Volkswagen,Golf,2001,3.0,Hybrid,Automatic,38726,2,2,9125,Low Mileage
Chevrolet,Malibu,2012,1.4,Diesel,Automatic,192630,4,2,6747,High Mileage
Mercedes,C-Class,2014,4.8,Diesel,Manual,148417,2,2,10131,Medium Mileage
Toyota,RAV4,2023,4.3,Petrol,Semi-Automatic,140554,4,2,12488,Medium Mileage
BMW,X5,2021,4.4,Petrol,Semi-Automatic,161063,3,1,11578,High Mileage
Ford,Focus,2007,3.0,Hybrid,Manual,219068,3,5,5818,High Mileage
Hyundai,Tucson,2022,1.4,Electric,Semi-Automatic,179768,3,2,10504,High Mileage
Volkswagen,Passat,2005,3.8,Hybrid,Semi-Automatic,293937,4,3,4521,Very High Mileage
BMW,5 Series,2017,4.8,Electric,Automatic,5686,2,1,17386,Low Mileage
Toyota,RAV4,2017,2.5,Diesel,Semi-Automatic,144055,2,5,8818,Medium Mileage
Toyota,Camry,2016,2.2,Electric,Manual,259242,2,5,7915,Very High Mileage
Hyundai,Elantra,2003,4.0,Petrol,Automatic,219313,2,5,6113,High Mileage
Kia,Optima,2004,4.8,Hybrid,Automatic,188578,3,4,8828,High Mileage
Chevrolet,Malibu,2017,2.4,Diesel,Semi-Automatic,78114,3,4,10037,Medium Mileage
Honda,CR-V,2017,3.8,Electric,Automatic,218815,3,3,12123,High Mileage
Honda,Civic,2015,1.0,Hybrid,Manual,31953,4,4,9960,Low Mileage
Volkswagen,Golf,2011,1.3,Diesel,Manual,158466,3,5,5530,High Mileage
Hyundai,Sonata,2001,1.1,Hybrid,Semi-Automatic,51025,5,4,5479,Low Mileage
Audi,A4,2004,1.9,Petrol,Automatic,78643,2,4,7127,Medium Mileage
Hyundai,Sonata,2022,1.2,Hybrid,Automatic,188526,4,4,10629,High Mileage
Volkswagen,Tiguan,2006,1.3,Electric,Automatic,242962,5,4,5840,Very High Mileage
Audi,A3,2007,3.7,Electric,Automatic,34075,3,1,12718,Low Mileage
Honda,Civic,2012,3.7,Electric,Automatic,74879,2,5,13402,Medium Mileage
Audi,A4,2009,2.8,Diesel,Manual,195158,4,2,5696,High Mileage
Mercedes,E-Class,2004,2.7,Petrol,Semi-Automatic,208100,5,5,3838,High Mileage
Mercedes,GLA,2008,2.8,Diesel,Manual,267054,2,3,3958,Very High Mileage
Ford,Focus,2017,4.8,Hybrid,Manual,94922,5,4,13101,Medium Mileage
Kia,Rio,2012,2.3,Diesel,Automatic,182254,4,2,7854,High Mileage
Volkswagen,Golf,2015,1.5,Petrol,Manual,81504,5,1,8469,Medium Mileage
Kia,Optima,2008,3.2,Diesel,Semi-Automatic,208070,2,5,5538,High Mileage
Volkswagen,Golf,2014,4.5,Petrol,Automatic,108746,2,5,12125,Medium Mileage
Honda,Accord,2003,2.2,Hybrid,Automatic,132362,4,1,7052,Medium Mileage
Honda,Civic,2022,3.1,Electric,Semi-Automatic,288024,5,4,10039,Very High Mileage
Volkswagen,Tiguan,2020,1.5,Electric,Manual,287278,3,3,7854,Very High Mileage
Honda,Accord,2011,2.1,Diesel,Manual,96697,5,2,7566,Medium Mileage
Honda,Civic,2017,4.8,Diesel,Automatic,45576,2,4,14588,Low Mileage
Ford,Explorer,2003,4.4,Electric,Automatic,99011,4,1,10919,Medium Mileage
Audi,Q5,2017,3.6,Hybrid,Manual,203663,3,3,9726,High Mileage
Ford,Explorer,2012,2.2,Electric,Manual,30438,2,4,11291,Low Mileage
Toyota,Camry,2018,2.1,Hybrid,Automatic,145579,3,2,11188,Medium Mileage
Toyota,Camry,2015,2.3,Petrol,Semi-Automatic,245126,3,3,5997,Very High Mileage
Audi,A4,2010,1.1,Petrol,Automatic,70800,3,3,8284,Low Mileage
Ford,Fiesta,2022,4.4,Petrol,Semi-Automatic,165541,3,1,11789,High Mileage
Hyundai,Elantra,2002,3.5,Hybrid,Semi-Automatic,30233,2,5,8595,Low Mileage
BMW,3 Series,2004,3.3,Hybrid,Automatic,202088,2,4,7058,High Mileage
Mercedes,GLA,2015,2.8,Electric,Automatic,153011,3,2,11839,High Mileage
BMW,X5,2012,1.6,Petrol,Automatic,67160,4,3,9456,Low Mileage
Ford,Fiesta,2007,1.3,Electric,Semi-Automatic,7611,3,1,9347,Low Mileage
Toyota,RAV4,2011,3.1,Hybrid,Semi-Automatic,60048,5,1,10299,Low Mileage
Toyota,Corolla,2020,4.3,Electric,Semi-Automatic,259708,3,4,11205,Very High Mileage
Honda,Civic,2009,1.5,Hybrid,Semi-Automatic,226058,4,4,4778,Very High Mileage
Ford,Fiesta,2010,4.1,Petrol,Automatic,292108,4,4,6857,Very High Mileage
Volkswagen,Golf,2003,1.2,Petrol,Manual,163611,5,4,2927,High Mileage
Ford,Explorer,2021,5.0,Hybrid,Manual,213777,4,4,12124,High Mileage
Chevrolet,Equinox,2002,4.4,Petrol,Manual,282381,5,1,3452,Very High Mileage
BMW,X5,2016,3.7,Diesel,Manual,8605,5,1,12427,Low Mileage
Mercedes,GLA,2011,2.0,Diesel,Automatic,171458,4,1,7470,High Mileage
Volkswagen,Passat,2012,3.5,Hybrid,Semi-Automatic,175562,4,5,8688,High Mileage
Toyota,Camry,2004,1.5,Hybrid,Manual,253703,3,5,2725,Very High Mileage
Kia,Rio,2012,2.7,Hybrid,Automatic,80248,5,4,11295,Medium Mileage
BMW,3 Series,2004,2.9,Petrol,Automatic,203128,2,3,5637,High Mileage
Hyundai,Elantra,2008,1.3,Hybrid,Automatic,40014,3,4,9499,Low Mileage
Hyundai,Tucson,2012,3.1,Electric,Automatic,57470,5,3,13150,Low Mileage
Honda,Civic,2003,2.1,Hybrid,Semi-Automatic,18980,2,4,7720,Low Mileage
Toyota,Camry,2010,2.6,Diesel,Semi-Automatic,256743,2,1,4565,Very High Mileage
Mercedes,C-Class,2017,1.5,Petrol,Automatic,99485,5,2,10210,Medium Mileage
BMW,5 Series,2002,3.1,Electric,Automatic,105904,2,3,9181,Medium Mileage
Kia,Sportage,2018,4.8,Electric,Automatic,286450,5,5,12071,Very High Mileage
Hyundai,Sonata,2006,4.9,Electric,Semi-Automatic,76978,4,3,11260,Medium Mileage
Hyundai,Tucson,2000,2.7,Petrol,Automatic,38496,2,3,7530,Low Mileage
Chevrolet,Impala,2016,4.9,Electric,Manual,110431,5,2,13591,Medium Mileage
Mercedes,C-Class,2009,3.3,Diesel,Automatic,277044,3,2,6059,Very High Mileage
Ford,Fiesta,2013,2.9,Diesel,Semi-Automatic,150643,4,4,7887,High Mileage
Hyundai,Tucson,2000,2.1,Hybrid,Manual,93376,5,5,5332,Medium Mileage
Audi,A3,2000,4.7,Hybrid,Manual,277622,4,4,4247,Very High Mileage
Ford,Explorer,2018,3.7,Electric,Semi-Automatic,219198,2,1,10816,High Mileage
Ford,Explorer,2017,3.0,Petrol,Semi-Automatic,78527,2,4,10629,Medium Mileage
BMW,3 Series,2000,1.5,Hybrid,Automatic,37505,2,5,7349,Low Mileage
Volkswagen,Tiguan,2019,1.0,Hybrid,Semi-Automatic,85468,4,5,10090,Medium Mileage
Kia,Optima,2020,2.5,Diesel,Manual,229237,2,1,8015,Very High Mileage
Chevrolet,Equinox,2019,1.9,Electric,Semi-Automatic,183579,2,5,10028,High Mileage
Mercedes,GLA,2009,3.7,Electric,Automatic,150699,5,4,10986,High Mileage
Kia,Rio,2001,4.3,Diesel,Automatic,37724,2,5,9445,Low Mileage
Mercedes,GLA,2012,2.1,Hybrid,Manual,222392,2,5,6352,High Mileage
Kia,Sportage,2009,1.7,Hybrid,Automatic,15117,4,2,10697,Low Mileage
BMW,3 Series,2002,1.5,Electric,Automatic,229644,4,1,5107,Very High Mileage
Chevrolet,Impala,2009,2.5,Hybrid,Automatic,184256,5,3,8114,High Mileage
Audi,A4,2023,3.3,Electric,Manual,167226,3,5,12955,High Mileage
Ford,Focus,2018,3.2,Hybrid,Semi-Automatic,280596,3,1,8088,Very High Mileage
Kia,Sportage,2021,2.5,Petrol,Automatic,209544,3,5,10209,High Mileage
Ford,Fiesta,2000,4.8,Hybrid,Semi-Automatic,66401,2,5,8571,Low Mileage
Ford,Fiesta,2003,3.1,Petrol,Manual,79442,3,2,6511,Medium Mileage
BMW,3 Series,2020,4.6,Petrol,Automatic,285151,4,1,10496,Very High Mileage
BMW,3 Series,2016,3.7,Diesel,Semi-Automatic,164408,5,3,9311,High Mileage
Honda,Accord,2001,3.4,Electric,Semi-Automatic,276695,5,3,4266,Very High Mileage
Kia,Rio,2010,4.4,Petrol,Automatic,54011,5,3,11919,Low Mileage
Ford,Explorer,2020,2.8,Diesel,Automatic,8303,2,3,14233,Low Mileage
BMW,X5,2001,1.5,Hybrid,Automatic,185862,4,1,4682,High Mileage
Hyundai,Tucson,2011,4.4,Hybrid,Automatic,47786,3,1,13344,Low Mileage
Mercedes,C-Class,2007,3.6,Petrol,Automatic,262571,4,3,6048,Very High Mileage
Chevrolet,Impala,2018,4.2,Electric,Manual,146145,4,3,12777,Medium Mileage
BMW,X5,2001,2.5,Hybrid,Semi-Automatic,164351,5,3,4612,High Mileage
Volkswagen,Passat,2018,3.4,Hybrid,Semi-Automatic,218439,4,5,9531,High Mileage
Hyundai,Sonata,2010,2.7,Petrol,Manual,228021,5,4,5239,Very High Mileage
Mercedes,E-Class,2014,3.3,Hybrid,Semi-Automatic,113081,2,4,10338,Medium Mileage
Audi,A4,2020,3.9,Hybrid,Semi-Automatic,56504,2,1,13869,Low Mileage
Ford,Fiesta,2012,4.4,Diesel,Manual,72901,5,1,10641,Low Mileage
Kia,Sportage,2010,1.6,Hybrid,Automatic,290236,5,4,5395,Very High Mileage
Mercedes,E-Class,2005,2.1,Diesel,Automatic,15630,2,5,8887,Low Mileage
Hyundai,Tucson,2016,3.2,Electric,Semi-Automatic,98175,5,4,12136,Medium Mileage
Kia,Sportage,2023,4.2,Petrol,Manual,252286,4,4,10154,Very High Mileage
BMW,5 Series,2003,1.6,Hybrid,Automatic,190931,3,5,5281,High Mileage
Kia,Optima,2019,4.2,Diesel,Automatic,165768,2,1,12184,High Mileage
Ford,Fiesta,2005,1.5,Diesel,Automatic,54274,5,4,7514,Low Mileage
Audi,A4,2005,4.7,Petrol,Manual,55577,4,5,9188,Low Mileage
Mercedes,E-Class,2018,1.7,Petrol,Manual,162443,2,5,7951,High Mileage
Honda,CR-V,2005,5.0,Diesel,Manual,192853,5,1,6742,High Mileage
Audi,A3,2003,2.8,Hybrid,Automatic,239707,2,5,5505,Very High Mileage
Kia,Rio,2012,2.8,Electric,Semi-Automatic,154469,3,4,9410,High Mileage
Volkswagen,Passat,2020,1.8,Electric,Automatic,173956,2,2,11920,High Mileage
Chevrolet,Impala,2021,4.4,Electric,Manual,141211,2,3,13975,Medium Mileage
Hyundai,Sonata,2009,2.8,Electric,Automatic,155905,2,1,9981,High Mileage
Ford,Fiesta,2014,1.6,Hybrid,Semi-Automatic,134678,3,5,8206,Medium Mileage
Honda,Civic,2018,3.4,Petrol,Manual,114354,2,1,10612,Medium Mileage
Toyota,Corolla,2009,1.9,Diesel,Semi-Automatic,207922,2,1,4541,High Mileage
Chevrolet,Impala,2017,1.3,Petrol,Automatic,248197,3,2,7036,Very High Mileage
Volkswagen,Passat,2013,2.5,Hybrid,Manual,184260,4,2,7814,High Mileage
Hyundai,Elantra,2018,1.9,Petrol,Semi-Automatic,70221,3,2,9995,Low Mileage
Hyundai,Elantra,2005,1.3,Hybrid,Automatic,244352,3,3,4512,Very High Mileage
Ford,Fiesta,2015,4.5,Petrol,Manual,232959,5,1,8440,Very High Mileage
Volkswagen,Passat,2017,2.2,Diesel,Semi-Automatic,39488,2,1,10610,Low Mileage
Audi,A3,2013,3.2,Petrol,Automatic,105211,3,3,10595,Medium Mileage
Toyota,Camry,2012,1.9,Diesel,Semi-Automatic,157819,5,1,6443,High Mileage
Hyundai,Sonata,2017,1.2,Petrol,Automatic,186933,2,4,8161,High Mileage
Honda,Civic,2023,2.4,Hybrid,Automatic,157233,2,3,12755,High Mileage
Ford,Fiesta,2010,2.4,Hybrid,Automatic,87991,5,4,10240,Medium Mileage
Ford,Fiesta,2000,3.6,Petrol,Automatic,53225,2,4,8135,Low Mileage
Mercedes,E-Class,2015,4.7,Diesel,Automatic,221990,3,3,10360,High Mileage
Audi,Q5,2016,3.6,Electric,Manual,136826,4,3,11763,Medium Mileage
Chevrolet,Impala,2011,4.8,Petrol,Manual,261385,4,4,6972,Very High Mileage
BMW,5 Series,2018,3.4,Diesel,Manual,242283,3,1,8054,Very High Mileage
Honda,CR-V,2012,1.3,Electric,Manual,11556,2,3,10768,Low Mileage
BMW,3 Series,2012,4.9,Diesel,Semi-Automatic,87773,5,5,10844,Medium Mileage
Honda,Civic,2013,4.9,Electric,Automatic,264354,4,4,11112,Very High Mileage
Toyota,Camry,2017,2.7,Diesel,Automatic,171032,3,3,9979,High Mileage
Audi,Q5,2015,1.8,Electric,Automatic,109815,2,4,11703,Medium Mileage
Chevrolet,Impala,2004,3.8,Electric,Manual,8659,5,3,10926,Low Mileage
Kia,Optima,2010,4.6,Diesel,Semi-Automatic,261904,4,5,6461,Very High Mileage
Hyundai,Sonata,2012,4.5,Diesel,Semi-Automatic,18262,4,4,11834,Low Mileage
Audi,Q5,2008,2.7,Hybrid,Automatic,53414,2,2,10631,Low Mileage
Volkswagen,Tiguan,2012,2.0,Electric,Semi-Automatic,180769,4,1,8084,High Mileage
Mercedes,GLA,2015,4.7,Hybrid,Automatic,81669,5,4,14166,Medium Mileage
Ford,Focus,2018,1.8,Hybrid,Automatic,117777,4,1,11444,Medium Mileage
Volkswagen,Tiguan,2016,1.8,Electric,Semi-Automatic,171501,4,4,9269,High Mileage
Toyota,Corolla,2022,3.0,Petrol,Manual,34107,2,3,13017,Low Mileage
Hyundai,Tucson,2017,1.6,Petrol,Automatic,122439,3,2,9851,Medium Mileage
Chevrolet,Malibu,2001,2.0,Diesel,Automatic,247962,5,1,2940,Very High Mileage
Hyundai,Sonata,2018,3.0,Hybrid,Manual,39048,2,3,12719,Low Mileage
Hyundai,Tucson,2014,3.9,Hybrid,Manual,278143,5,4,7637,Very High Mileage
BMW,5 Series,2023,3.5,Electric,Manual,215199,3,3,12196,High Mileage
Toyota,Corolla,2008,1.3,Electric,Manual,82111,2,5,8157,Medium Mileage
Volkswagen,Golf,2013,1.1,Hybrid,Semi-Automatic,185290,2,5,6394,High Mileage
Chevrolet,Equinox,2002,4.3,Petrol,Semi-Automatic,154339,3,1,5913,High Mileage
Hyundai,Elantra,2010,1.7,Hybrid,Manual,280332,3,4,4193,Very High Mileage
BMW,3 Series,2007,1.5,Diesel,Automatic,21969,2,1,8760,Low Mileage
Hyundai,Sonata,2015,1.9,Diesel,Manual,266854,2,2,5162,Very High Mileage
Honda,Accord,2003,2.9,Electric,Semi-Automatic,166661,4,2,6566,High Mileage
Audi,Q5,2021,2.5,Petrol,Semi-Automatic,162133,3,3,9657,High Mileage
Ford,Fiesta,2022,1.6,Hybrid,Automatic,34818,3,4,14103,Low Mileage
BMW,X5,2019,2.4,Electric,Manual,35696,3,1,13486,Low Mileage
Chevrolet,Equinox,2013,2.3,Petrol,Semi-Automatic,239847,5,3,5503,Very High Mileage
Toyota,Corolla,2011,2.3,Hybrid,Automatic,282746,3,1,6545,Very High Mileage
Mercedes,E-Class,2008,4.7,Petrol,Manual,269660,3,5,5806,Very High Mileage
BMW,5 Series,2004,4.5,Petrol,Semi-Automatic,5223,2,1,9695,Low Mileage
Mercedes,E-Class,2012,2.3,Diesel,Automatic,147905,2,3,8541,Medium Mileage
Hyundai,Sonata,2018,3.4,Petrol,Automatic,130629,4,3,11787,Medium Mileage
BMW,5 Series,2017,4.4,Electric,Automatic,294306,4,5,11213,Very High Mileage
Audi,A4,2016,2.7,Electric,Manual,292450,3,2,7751,Very High Mileage
Toyota,Corolla,2023,2.2,Diesel,Semi-Automatic,163252,3,5,9934,High Mileage
Ford,Focus,2012,4.5,Diesel,Semi-Automatic,12118,3,5,11957,Low Mileage
Kia,Rio,2014,1.8,Petrol,Semi-Automatic,26905,5,3,9561,Low Mileage
Chevrolet,Malibu,2013,3.8,Electric,Automatic,187116,4,4,11557,High Mileage
BMW,5 Series,2021,3.1,Electric,Manual,51446,5,4,14471,Low Mileage
Chevrolet,Equinox,2021,2.9,Diesel,Semi-Automatic,217855,5,3,8942,High Mileage
Audi,A3,2022,1.3,Diesel,Semi-Automatic,248632,5,2,7027,Very High Mileage
Chevrolet,Impala,2010,2.5,Electric,Semi-Automatic,270465,3,4,6190,Very High Mileage
Honda,CR-V,2022,2.1,Electric,Manual,149334,4,4,11813,Medium Mileage
Volkswagen,Golf,2012,3.2,Petrol,Semi-Automatic,239063,4,1,6118,Very High Mileage
BMW,3 Series,2022,1.3,Petrol,Manual,29539,2,4,11409,Low Mileage
Hyundai,Elantra,2010,2.6,Electric,Semi-Automatic,49036,3,4,10719,Low Mileage
Mercedes,C-Class,2021,2.4,Electric,Manual,257224,2,5,9655,Very High Mileage
Volkswagen,Golf,2002,2.3,Electric,Semi-Automatic,48461,5,4,8030,Low Mileage
Ford,Explorer,2012,1.8,Hybrid,Automatic,80843,5,2,10383,Medium Mileage
Hyundai,Tucson,2022,3.8,Petrol,Automatic,50336,5,5,14993,Low Mileage
Chevrolet,Malibu,2008,4.9,Electric,Semi-Automatic,209811,5,3,9203,High Mileage
Toyota,RAV4,2006,1.4,Diesel,Semi-Automatic,182285,2,1,3654,High Mileage
Audi,A4,2004,2.8,Electric,Automatic,138076,2,4,8838,Medium Mileage
Mercedes,GLA,2015,1.0,Electric,Manual,95342,2,3,9693,Medium Mileage
Hyundai,Elantra,2019,2.2,Diesel,Automatic,242596,4,2,8648,Very High Mileage
BMW,3 Series,2007,1.3,Petrol,Semi-Automatic,265336,4,1,2193,Very High Mileage
Hyundai,Elantra,2005,1.8,Diesel,Automatic,98755,4,3,6924,Medium Mileage
Toyota,RAV4,2014,2.0,Diesel,Manual,198322,5,2,6333,High Mileage
Audi,A3,2011,1.5,Electric,Automatic,276613,4,5,6867,Very High Mileage
Hyundai,Elantra,2007,1.9,Hybrid,Automatic,293378,4,2,4732,Very High Mileage
Chevrolet,Malibu,2006,1.4,Petrol,Semi-Automatic,19610,3,1,6907,Low Mileage
Chevrolet,Impala,2002,2.5,Diesel,Manual,171498,3,4,3770,High Mileage
Volkswagen,Golf,2021,2.6,Petrol,Automatic,177568,2,4,10948,High Mileage
Toyota,Corolla,2013,4.6,Diesel,Automatic,105259,3,4,11994,Medium Mileage
Kia,Sportage,2010,1.3,Diesel,Automatic,92151,3,5,8056,Medium Mileage
Toyota,Camry,2017,1.2,Petrol,Semi-Automatic,172463,5,1,6950,High Mileage
Toyota,Corolla,2022,2.9,Diesel,Semi-Automatic,20578,2,4,13188,Low Mileage
Volkswagen,Passat,2005,1.1,Diesel,Semi-Automatic,135809,4,4,3983,Medium Mileage
Honda,Civic,2009,3.0,Hybrid,Semi-Automatic,85043,2,1,9099,Medium Mileage
Ford,Focus,2006,3.1,Hybrid,Semi-Automatic,25657,3,2,9486,Low Mileage
Toyota,Corolla,2019,3.2,Diesel,Automatic,14979,2,4,14200,Low Mileage
Mercedes,C-Class,2021,3.3,Petrol,Manual,4500,2,5,13610,Low Mileage
Hyundai,Tucson,2002,1.4,Hybrid,Semi-Automatic,161997,3,1,3860,High Mileage
BMW,5 Series,2011,3.3,Hybrid,Manual,14572,5,3,11408,Low Mileage
Volkswagen,Passat,2012,3.3,Petrol,Manual,176070,3,5,7478,High Mileage
Kia,Rio,2007,3.9,Petrol,Semi-Automatic,180708,3,1,6485,High Mileage
